"Text ID","Page ID","Language ID",Name,Description,Text
905,8,1,"Continue With Place An Listing Button Text","Displayed at the bottom of place an listing splash code set within the group administration.  Allows user to continue with placing their listing.","Continue Listing"
1158,71,1,"Back to User Management Home Link",,"My Account"
1169,70,1,"Back to User Mangagement Link",,"My Account"
1178,72,1,"Build Sign Link",,"Build Sign"
1179,72,1,"Build Flyer Link",,"Build Flyer"
1180,72,1,"User Management Home Link",,"My Account"
1182,43,1,"Signs and Flyers Link",,"<a href=""index.php?a=4&amp;b=12"">Print Signs and Flyers</a>"
1187,6,1,"Back to Current Listing Link",,"Back to Listing"
1199,3,1,"City Column Header",,"City"
1200,3,1,"State Column Header",,"State"
1201,3,1,"Country Column Header",,"Country"
1202,3,1,"Zip Column Header",,"Zip "
1316,39,1,"lost password",,"Forgot password? Click Here"
1317,39,1,"Register Link",,"Don't have an account? Click Here"
1345,9,1,"First Contact Number (if used)",,"Phone 1:<br />
<span class=""mini_note"">[format: 123-456-7890]</span>
"
1346,9,1,"Second Contact Number (if used)",,"Phone 2:<br />
<span class=""mini_note"">[format: 123-456-7890]</span>
"
1355,9,1,"Optional Fax Field",,"Fax:<br />
<span class=""mini_note"">[format: 123-456-7890]</span>"
1357,84,1,"Back to Current Listing Link",,"Back to Listing"
1648,107,1,"Back to My Info Link Text",,"Edit My Info"
1667,108,1,"Start Subscription Renewal Over Link",,"Restart Process"
1668,108,1,"Back to My Info Link Text",,"My Account"
1672,109,1,"Back to My Info Link Text",,"My Account"
1695,43,1,"Subscription Renewal Link",,"<a href=""index.php?a=24"">Renew Subscription</a>"
2012,115,1,"Return To Listing Link",,"Back to Listing"
2440,1,1,"Url Link 1 Text",,"Visit My Web Site"
2521,173,1,"Link Text Back to Account Information Page",,"Edit My Info"
2536,175,1,"Back To Account Information Link",,"Edit My Info"
2548,43,1,"Add To Your Balance Link",,"<a href=""index.php?a=29"">Add To Account Balance</a>"
3126,178,1,"Back To Account Information Link",,"My Account"
3141,179,1,"Back To Account Information Link",,"My Account"
3165,182,1,"Back To Account Information Link",,"My Account"
3166,181,1,"Back To Account Information Link",,"My Account"
3169,180,1,"Link Back to User Management Home",,"My Account"
3171,43,1,"Your Unpaid Invoices Link",,"<a href=""index.php?a=4&amp;b=16"">My Unpaid Invoices</a>"
3172,43,1,"Your Paid Invoices Link",,"<a href=""index.php?a=4&amp;b=15"">My Paid Invoices</a>"
3185,183,1,"Link Back to User Management Home",,"My Account"
3205,22,1,"Edit Header",,Edit
3206,22,1,"Delete Header",,Delete
3213,43,1,"Show Account Balance Transactions Link Text",,"<a href=""index.php?a=4&amp;b=18"">Account Balance History</a>"
3236,184,1,"Back to Account Management Link",,"My Account"
3244,174,1,"Back to Account Management Link",,"Edit My Info"
100017,3,1,"No Auctions","This is the message that is displayed when there are no entries in the selected category","Sorry! There are no ""auctions"" currently listed in this category. Please check back soon!"
100051,4,1,link+text+returning+to+auction,This+text+appears+in+the+link+allowing+the+notifying+friend+to+return+to+the+auction+just+viewed,"Back to Listing"
100444,23,1,view+expired+auction+link,This+is+the+text+linking+to+the+expired+auction+of+the+current+user,"View Listing"
100445,23,1,"User Management Home Link Text","link text linking to the usermanagement home from various pages within the user management section","My Account"
102422,10158,1,"Feedback Home Link","Link text taking the user back to the feedback home","Feedback Home"
102434,10157,1,"Label for Ratings","Label for ratings link","View My Feedback"
102435,10157,1,"Show Open Feedback Link","Link text allowing the user to view the open feedback they can respond to.","Open Feedbacks"
102447,10165,1,"Bid Successfully Received Title","Title of the page displaying the successful bid message. ","Your Bid Was Received!"
102453,10165,1,"Link Back to the Auction","This link will take the bidder back to the auction they just bid on.","Back to Listing"
102454,10165,1,"Link Back to the Auction Category","Link text taking the bidder back the category the auction was in.","Back to Category"
102457,10164,1,"Bid Error Title","Title of the page displaying any errors that happened in the bidding process","Bid Error!"
102468,10171,1,"Back to Auction Link",,"Back to Listing"
102691,9,1,"Minimum Starting Bid Label",,"Minimum Starting Bid:<br /> <span class=""mini_note"">[format: 200.00]</span>"
102692,9,1,"Reserve Price Label",,"Reserve Price:<br />
<span class=""mini_note"">[format: 200.00]<br />
[N/A if Dutch Auction]</span>"
102693,9,1,"Buy Now Price Label",,"Buy Now Price:<br /> <span class=""mini_note"">[format: 200.00]<br /> [N/A if Dutch Auction]</span>"
102694,1,1,"Reserve Met Label",,"<img src=""{external file='images/reserve_met.gif'}"" alt=""Reserve Met"" />"
102695,1,1,"Reserve Not Met Label",,"<img src=""{external file='images/reserve_not_met.gif'}"" alt=""Reserve Not Met"" />"
102718,1,1,"Buy Now Link",,"Buy Now"
102719,1,1,"Make Bid","allows to make a bid","Make Bid"
102720,10164,1,"Back To Category Link Text",,"Back to Category"
102721,10164,1,"Back To Auction Link Text",,"Back to Listing"
102800,10175,1,"Link Back to User Management Home",,"My Account"
102803,10159,1,"Link Back to User Management Home",,"My Account"
102804,10159,1,"Back to Feedback Home Link",,"Feedback Home"
102867,9,1,"Off-Site Payment Types accepted",,"Off-Site Payment types you Accept"
102979,10184,1,User+Management+Home+Link,,"My Account"
102999,10183,1,User+Management+Home+Link,,"My Account"
103055,10163,1,"Return to auction link text",,"Back to Listing"
103372,10158,1,"Back to Auction Link","Link back to auction which the user came from","Back to Listing"
200017,43,1,"Feedback Home","Feedback Home","<a href=""index.php?a=4&amp;b=22"">Feedback Management</a>"
200018,43,1,"Current Bids Page Link",,"<a href=""index.php?a=4&amp;b=21"">My Current Bids</a>"
200019,43,1,"Black List of Buyers","Black List of Buyers Link","<a href=""index.php?a=4&amp;b=19"">Black Listed Buyers</a>"
200020,43,1,"Invited List of Buyers","Invited List of Buyers Link","<a href=""index.php?a=4&amp;b=20"">Invited List of Buyers</a>"
200027,89,1,"Classifieds Text Label",,"<img src=""{external file='images/listing_type_classified.gif'}"" alt=""Classified"" />"
200028,89,1,"Auctions Text Label",,"<img src=""{external file='images/listing_type_auction.gif'}"" alt=""Auction"" />"
200095,172,1,"Classifieds Text Label",,"<img src=""{external file='images/listing_type_classified_icon.gif'}"" alt=""Classified"" />"
200096,172,1,"Auctions Text Label",,"<img src=""{external file='images/listing_type_auction_icon.gif'}"" alt=""Auction"" />"
200098,60,1,"Classifieds Text Label",,"<img src=""{external file='images/listing_type_classified_icon.gif'}"" alt=""Classified"" />"
200099,60,1,"Auctions Text Label",,"<img src=""{external file='images/listing_type_auction_icon.gif'}"" alt=""Auction"" />"
200176,22,1,"Link to Copying to New Listing","This text will appear when copying a listing to a brand new one","Copy To New Listing"
200177,23,1,"Link to Copying to New Listing","This text will appear when copying a listing to a brand new one","Copy To New Listing"
"500062","1","1","Additional Text 10","","<span alt=""Report Abuse"" title=""Report Abuse"" class=""glyphicon glyphicon-flag""></span><a href=""{$classifieds_file_name}?a=ap&amp;addon=contact_us&amp;page=main&amp;reportAbuse={$classified_id}"" class=""lightUpLink""></a>"
500080,116,1,"back link","link back to ad","Back to Listing"
500086,23,1,"hide expired listing button","client can click this button to ""delete"" an expired ad (ad data will remain in the database)","Delete Listing"
500147,36,1,"back to expired listings button",,"My Expired Listings"
"500236","10163","1","Verify Bid Amount","","Verify Maximum Bid Amount"
"500237","10163","1","Verify Buy Now Bid Amount","","Verify Buy Now Amount:"
"500238","10163","1","Verify Buy Now Bid","","Verify Buy Now Amount:"
"500239","10163","1","Verify Dutch Bid Amount","","Verify Dutch Bid Amount:"
"500240","10163","1","Verify Dutch Bid Quantity","","Verify Dutch Bid Quantity:"
"500241","10163","1","Verify Dutch Now Bid","","Verify Dutch Bid Amount"
"500242","10163","1","Verify Maximum Bid Amount:","","Verify Maximum Bid Amount:"
500256,31,1,"Continue to Checkout link",,"Finished Editing"
500257,31,1,"Cancel Edit link",,"Cancel Edit"
500265,10203,1,"Order Summary description","description of the Order Summary section","This is the summary of items, if you need to make changes, go back to the <a href=""index.php?a=cart&amp;step=cart"">cart view</a>."
500281,10203,1,"Back to cart button",,"Back to Cart"
500305,10204,1,"My Account Link","Link to My Account Page","My Account"
500310,10205,1,"Cancel button",,Cancel
500341,10206,1,Body,,"The changes made to your listing have been approved and made live.nnThank you again for your order.nnStatus:  EDIT APPROVED"
500355,8,1,"Cancel Placing Auction link","Text used for cancel placing an auction link","Cancel &amp; Remove From Cart"
500356,8,1,"Cancel Placing Classified Link","Text used for cancel placing a classified link","Cancel / Remove from Cart"
500358,8,1,"Cancel Edit Listing link","Text used for cancel editing a listing","Cancel Edit"
500363,9,1,"Cancel Auction","Text used for link to cancel placing a new auction","Cancel / Remove from Cart"
500369,9,1,"Listing Edit Cancel","Text used for cancel editing a listing","Cancel Edit"
500378,10,1,"Edit Listing cancel text",,"Cancel Edit"
500385,10,1,"Auction cancel link text",,"Cancel / Remove from Cart"
500423,10205,1,"Auction cancel link text","Text used for cancel placing an auction link","Cancel &amp; Remove"
500428,10205,1,"Classified cancel link text","Text used for cancel placing a classified link","Cancel &amp; Remove"
500433,10205,1,"Listing Renewal/Upgrade cancel link text","Text used for link to cancel renewing or upgrading a listing","Cancel &amp; Remove"
500446,10205,1,"Subscription Renewal Cancel link text",,"Cancel Renewal Process"
500459,10208,1,"My Active Listings - Icon",,
500461,10208,1,"My Expired Listings - Icon",,
500463,10208,1,"My Favorites - Icon",,
500465,10208,1,"My Listing Filters - Icon",,
500467,10208,1,"My Current Bids - Icon",,
500469,10208,1,"Feedback Management - Icon",,
500471,10208,1,"My Account Information - Icon",,
500473,10208,1,"My Messages - Icon",,
500475,10208,1,"Message Settings - Icon",,
500479,10208,1,"Invited List of Buyers - Icon",,
500481,10208,1,"Black Listed Buyers - Icon",,
500483,31,1,"preview link text",,Preview
500488,10208,1,"Account Balance History - Icon",,
500490,10208,1,"Add to Account Balance - Icon",,
500492,10208,1,"Renew Subscription - Icon",,
500634,10208,1,"Place Auction Icon",,
500637,10208,1,"New Classified icon","Full image tag",
500643,10208,1,"Extend Subscription icon","Full image tag",
500650,10208,1,"Resume adding to cart icon","Full image tag",
500652,10208,1,"Cancel & Remove icon","Full image tag",
500655,10208,1,"Cart Icon","Full image tag","View Cart"
"500794","59","1","ICON - New Listing Icon URL","Used on multiple pages/modules, whever new listing is displayed.  Make the text blank to disable new icon.","images/new_listing.gif"
"500795","59","1","ICON - No Photo Icon URL","Used on multiple pages/modules, whever the no photo icon is displayed.","images/no_photo.gif"
"500796","59","1","ICON - Photo Icon URL","Used on multiple pages/modules, whever the photo icon is displayed.","images/photo.gif"
"500797","59","1","ICON - Help Icon URL","Used on multiple pages/modules, whever the help icon is displayed.","images/help.gif"
"500798","59","1","ICON - Sold Icon URL","Used on multiple pages/modules, whever the sold icon is displayed.","images/sold.gif"
"500799","59","1","ICON - Buy Now Icon URL","Used on multiple pages/modules, whever the Buy Now icon is displayed.","images/buy_now.gif"
"500800","59","1","ICON - Reserve Met Icon URL","Used on multiple pages/modules, whever the Reserve Met icon is displayed.","images/reserve_met.gif"
"500802","59","1","ICON - No Reserve Icon URL","Used on multiple pages/modules, whever the No Reserve icon is displayed.","images/no_reserve.gif"
"500405","10202","1","NO CHARGE: Queue Empty message","","No Items In Queue, start a new listing using one of the buttons on the left."
"500248","10202","1","Cart Empty message","","No Items In Cart, start a new listing using one of the buttons on the left."
"2462","171","1","Default Browse Title Page","Default title for when not in a category or an listing","Best Listings Site on the Web!"
"768","15","1","Registration Agreement","This is the registration agreement text. It will appear in a separate popup box if the user clicks on the link to view it.","<div>Update your Terms of Use by logging in to the Admin Panel and accessing the menu below. Then, click [edit text]:</div>  <div> Pages Management &rsaquo; Registration &rsaquo; Registration Information Collection Page  </div>  <h2> 	Web Site Terms and Conditions of Use </h2>  <h3> 	1. Terms </h3>  <p> 	By accessing this web site, you are agreeing to be bound by these  	web site Terms and Conditions of Use, all applicable laws and regulations,  	and agree that you are responsible for compliance with any applicable local  	laws. If you do not agree with any of these terms, you are prohibited from  	using or accessing this site. The materials contained in this web site are  	protected by applicable copyright and trade mark law. </p>  <h3> 	2. Disclaimer </h3>  <ol type=""a""> 	<li> 		The materials on COMPANY NAME's web site are provided ""as is"". COMPANY NAME makes no warranties, expressed or implied, and hereby disclaims and negates all other warranties, including without limitation, implied warranties or conditions of merchantability, fitness for a particular purpose, or non-infringement of intellectual property or other violation of rights. Further, COMPANY NAME does not warrant or make any representations concerning the accuracy, likely results, or reliability of the use of the materials on its Internet web site or otherwise relating to such materials or on any sites linked to this site. 	</li> </ol>  <h3> 	3. Limitations </h3>  <p> 	In no event shall COMPANY NAME or its suppliers be liable for any damages (including, without limitation, damages for loss of data or profit, or due to business interruption,) arising out of the use or inability to use the materials on COMPANY NAME's Internet site, even if COMPANY NAME or a COMPANY NAME authorized representative has been notified orally or in writing of the possibility of such damage. Because some jurisdictions do not allow limitations on implied warranties, or limitations of liability for consequential or incidental damages, these limitations may not apply to you. </p> 		 <h3> 	4. Revisions and Errata </h3>  <p> 	The materials appearing on COMPANY NAME's web site could include technical, typographical, or photographic errors. COMPANY NAME does not warrant that any of the materials on its web site are accurate, complete, or current. COMPANY NAME may make changes to the materials contained on its web site at any time without notice. COMPANY NAME does not, however, make any commitment to update the materials. </p>  <h3> 	5. Links </h3>  <p> 	COMPANY NAME has not reviewed all of the sites linked to its Internet web site and is not responsible for the contents of any such linked site. The inclusion of any link does not imply endorsement by COMPANY NAME of the site. Use of any such linked web site is at the user's own risk. </p>  <h3> 	6. Site Terms of Use Modifications </h3>  <p> 	COMPANY NAME may revise these terms of use for its web site at any time without notice. By using this web site you are agreeing to be bound by the then current version of these Terms and Conditions of Use. </p>  <h3> 	7. Governing Law </h3>  <p> 	Any claim relating to COMPANY NAME's web site shall be governed by the laws of the State of COMPANY STATE / PROVINCE without regard to its conflict of law provisions. </p>  <p> 	We are committed to conducting our business in accordance with these principles in order to ensure that the confidentiality of personal information is protected and maintained.  </p>"
"245","15","1","Registration Instructions page 1","The instructions that appear at the top of registration page 1","* required fields"
"774","15","1","Username and Password Instructions","","<strong>Choose Username & Password</strong><br /> <em>(6 to 12 alphanumeric characters containing no spaces or special characters)</em>"
"1240","15","1","email field 2","","Email Address 2:"
"572","44","1","Search page instructions","Search for listings within the site through the form below. You can search by any field below or any combination of fields.","Please enter in your search criteria below:"
"1403","37","1","Secondary Email Field","","Email 2"
"558","37","1","Business Type - Dealer Label","","business"
"561","37","1","Business type","label for Business type field","Account Type"
"560","37","1","Company name","label for company name field","Company"
"200049","46","1","Listing Type Header","",""
"200051","46","1","Auctions Text Label","","<img src=""{external file='images/listing_type_auction_icon.gif'}"" alt=""Auction"" />"
"200050","46","1","Classifieds Text Label","","<img src=""{external file='images/listing_type_classified_icon.gif'}"" alt=""Classified"" /> "
"1370","46","1","City Column Header","","City"
"1371","46","1","State Column Header","","State"
"1372","46","1","Country Column Header","","Country"
"1373","46","1","Zip Column Header","","Zip"
"894","64","1","Title Column Header","","Title"
"1335","64","1","City Column Header","","City"
"1336","64","1","State Column Header","","State"
"1337","64","1","Country Column Header","","Country"
"1338","64","1","Zip Column Header","","Zip"
"102537","64","1","Display Number of Bids Header","Displays the number of bids","Bids"
"102538","64","1","Display Time Left Header","Displays the time left","Time Left"
"896","64","1","Price Column Header","","Price"
"10","1","1","Viewed count label","Appears next to the number of times an listing has been viewed if the admin chooses to display it.","Number of Times Viewed:"
"102704","1","1","Seller Rating Label","Displays the rating of the seller","Seller Rating:"
"1348","1","1","Optional Phone 2 Field","","Phone 2:"
"200009","55","1","Auction Type","Displays when the type of item is an auction","<img src=""{external file='images/listing_type_auction_icon.gif'}"" alt=""Auction"" />"
"200010","55","1","Classified Type","Displays when the type of item is a classified ad","<img src=""{external file='images/listing_type_classified_icon.gif'}"" alt=""Classified"" />"
"1154","71","1","Sellers Sign Form Instruction","","<div class=""page_instructions"" style=""margin-bottom: 20px;""> <p><strong>Follow these simple steps to create your Sign:</strong></p>   <ol style=""color: #666666;"">     <li>In your browser window, click ""File"", then ""Page Setup"".</li>     <li>In the ""Page Setup"" window erase any data from the ""header"" and ""footer"" fields. Then, change all margins to 0.25 and set the page orientation to ""landscape"" and click ""OK"".</li>     <li>Make any changes or updates to the form elements below.</li>     <li>Click the ""Create Sign"" button. If everything on your sign appears correct, click ""File"", ""Print"" and ""OK"" using your browser window. Or, to make changes, click your browser's ""Back"" button and make your changes.</li>   </ol> </div>"
"1162","70","1","Page Description","","<div class=""page_instructions"" style=""margin-bottom: 20px;""> <p><strong>Follow these simple steps to create your Flyer:</strong></p>   <ol style=""color: #666666;"">     <li>In your browser window, click ""File"", then ""Page Setup"".</li>     <li>In the ""Page Setup"" window erase any data from the ""header"" and ""footer"" fields. Then, change all margins to 0.25 and set the page orientation to ""portrait"" and click ""OK"".</li>     <li>Make any changes or updates to the form elements below.</li>     <li>Click the ""Create Flyer"" button. If everything on your sign appears correct, click ""File"", ""Print"" and ""OK"" using your browser window. Or, to make changes, click your browser's ""Back"" button and make your changes.</li>   </ol> </div>"
"556","37","1","username","username field","Username:"
"559","37","1","Email address","label for email address field","Email:"
"560","37","1","Company name","label for company name field","Company:"
"561","37","1","Business type","label for Business type field","Account Type:"
"562","37","1","Address","label for Address field","Address:"
"563","37","1","Phone","label for Phone field ","Phone:"
"564","37","1","Phone 2","","Phone 2:"
"565","37","1","Fax","","Fax:"
"566","37","1","Url","","URL:"
"567","37","1","date registered field","This text labels the date registered field on the page that displays the current users info","Registered:"
"557","37","1","Name","label for Name field","Name:"
"500006","37","1","Storefront URL","Storefront URL label","Storefront URL:"
"733","37","1","Price Plan Type Label","","Price Plan Type:"
"1419","37","1","Charge Per Listing","","Charge per Listing:"
"1403","37","1","Secondary Email Field","","Email 2:"
"555","37","1","Display user information instructions","This text gives instructions on how to change their personal information if the user wishes","This is the information we currently have on file for your account. Click the 'edit' button below to make changes to your account."
"500182","37","1","Seller/Buyer On-site Payments Description","Description for the seller/buyer payments personal information section","These options are available upon completion of a successful auction to allow the winning bidder to pay you for their item. Configure the settings below. Otherwise, payments made from the winning bidder to you will need to be completed &quot;manually&quot;. "
"534","38","1","submit your changes","button text on change password form","Save Settings"
"515","38","1","Edit userdata form instructions","instructions appearing at the top of the edit user data form","Update your account information as necessary. Then click the ""Save Settings"" button at the bottom of the form. If you would like for certain information to be displayed to the public on your ""seller's other listings"" page, check the appropriate box next to that field.<br />"
"1364","38","1","Affiliate HTML Field Label","",""
"500184","38","1","Default Affiliate HTML ","Displays this message if the user has not entered any affiliate html",""
"500234","38","1","Current password error","","Current password is not valid. &nbsp;For security reasons, please enter your current password in order to make changes to your account information. "
"500489","10208","1","Add to Account Balance - Label","","Add to Account Balance"
"732","37","1","Price Plan - Fee Type","","fee based (per listing)"
"731","37","1","Price Plan - Subscription Type","","subscription based (per time period)"
"500487","10208","1","Account Balance History - Label","","Account Balance History"
"500486","10208","1","Current Account Balance - Label","","Balance: "
"3218","184","1","Add to Current Balance Link","","Add to Account Balance"
"103092","69","1","Seller Rating Label","","Seller Rating:"
200001,22,1,"Auction Type Display","Displays when an item is an auction","<img src=""{external file='images/listing_type_auction_icon.gif'}"" alt=""auction"" />"
200002,22,1,"Classified Type Display","Displays when an item is a classified ad","<img src=""{external file='images/listing_type_classified_icon.gif'}"" alt=""classified"" />"
200004,23,1,"Auction Type Display","Displays when an item is an auction","<img src=""{external file='images/listing_type_auction_icon.gif'}"" alt=""auction"" />"
200005,23,1,"Classified Type Display","Displays when an item is a classified ad","<img src=""{external file='images/listing_type_classified_icon.gif'}"" alt=""classified"" />"
"102417","10158","1","Column label for Rater","Header text for the rater column","Rater"
"102418","10158","1","Column label for Auction Id","Header text for the auction id column","Listing Title and ID #"
"102419","10158","1","Column label for Rate Given","Header text for the rate given column","Rating"
"102420","10158","1","Column label for Feedback","Header text for column containing the feedback left","Feedback"
